0,01903722
0,018517889
0,018425322
0,013549426
0,0078963532
0,0027413037
3,9464656e-05
9,376299000000001e-08
2,5724253000000003e-10
3,6597292e-12
2,4925584e-13
2,8903198e-14
1,003026e-14
2,1341331e-14
1,0407608000000001e-13
8,9866514e-13
1,4530080000000001e-11
1,6038105e-09
6,241781999999999e-08
2,6365685000000002e-11
7,853126e-17
8,233729300000001e-20
1,586159e-21
2,796855e-22
7,2606883e-23
7,3316895e-23
1,0594027e-21
4,531273e-19
2,2929699e-17
8,676175e-12
1,0906351e-13
2,7843725000000006e-19
1,1282633e-26
3,2056551e-30
2,8102842e-32
2,7852342e-33
3,6974566e-34
2,2268037000000004e-30
2,2371668e-29
2,9759233000000004e-27
3,1814e-23
1,12738395e-14
5,2088850000000005e-18
1,7970125e-27
2,2738390999999997e-34
4,491306999999999e-37
0,0
0,0
0,0
1,0077560000000001e-34
6,9526546e-32
2,2962129e-28
1,7904881999999998e-23
2,0659964999999997e-14
2,026759e-18
1,00636077e-28
1,6250274000000001e-34
0,12327731
0,16557149000000002
0,20349782
0,21096097
0,15765172000000002
0,9722124
1,2560078000000001
1,2717599
1,4313918
1,2032496000000001
0,9226392
1,1026802
0,97914856
0,88658636
0,7340229
0,63155725
0,75892755
0,11972138
0,044909477
0,007938443699999999
0,008939607
0,016708196999999998
0,012461325
0,07503278000000001
0,10404217
0,10404217
0,08528586
0,1016257
0,13496333000000002
0,14370874
0,13478824
0,15477942
0,25229636
0,17889940000000001
0,059147053
0,09551533499999999
0,18678659
0,11566704
0,057081703
0,035468955999999996
0,03360694
0,016708338
0,0070399456
0,0014119425000000002
0,0013156197
0,003172787
0,0048359814
0,0010987108000000002
0,23612576000000002
0,039520973
0,0009576139
1,1434971e-05
1,4245215e-07
1,6299153e-09
4,217146e-12
5,4073516e-14
1,7782042999999998e-13
2,6416564e-12
2,2564459e-11
1,9169377000000003e-09
0,00017762272000000002
5,148269e-06
5,1321539999999995e-09
5,32946e-11
3,5059866e-12
2,3939116e-14
1,3663706e-19
8,425790999999999e-23
1,1981091e-21
2,7947797000000004e-19
8,515322e-17
1,7980616e-12
2,2638382e-08
9,282292e-12
2,0760596e-16
5,6141292999999994e-18
4,5922433e-21
5,578819999999999e-25
6,692143e-33
1,9728843e-37
3,8008035e-37
3,6068328e-35
3,0983064e-29
1,1890228e-18
1,9939097999999997e-15
1,4682011000000003e-20
4,993847e-24
1,3293140000000001e-24
1,2992487e-24
1,4060418e-29
7,699572e-36
0,0
0,0
4,5456903e-36
1,2220777e-32
6,881897e-21
1,5540725e-16
5,411183e-24
3,998204e-29
6,9696265e-31
1,4975902e-31
2,2356413e-35
0,0
0,0
0,0
0,0
4,8186893e-37
1,7905380000000002e-21
3,082964e-09
5,090384e-15
4,743033e-18
7,0975195e-18
2,7845954e-19
6,497824e-22
1,699219e-25
1,2762240000000001e-26
2,2744818e-26
2,1866565000000002e-25
6,900877000000001e-21
7,6889446e-14
4,780654e-10
5,826446e-18
1,4984058e-18
1,0008486000000001e-19
4,085661e-19
1,2078071e-18
1,2021992e-18
1,9521277e-19
5,2931363e-17
4,701483e-11
9,339957e-16
1,4611260999999998e-22
1,8361386e-24
8,643838599999999e-26
2,8097968e-28
4,9943678000000005e-29
1,4000960000000002e-28
1,1698826000000001e-27
7,743053e-27
7,855324999999999e-29
2,0572071999999998e-26
9,680050999999999e-18
4,624985e-18
1,0463724999999999e-23
1,2511064e-24
4,790372999999999e-22
3,5656245999999996e-22
4,9080210000000005e-20
1,3627261e-20
2,8047814e-23
6,7111875e-26
1,4413237999999999e-30
5,120225e-28
1,2887914e-20
2,1323943000000002e-19
4,5847577e-26
4,9445804e-24
2,0357610000000002e-20
1,7630498e-18
9,780044e-18
1,2324468e-18
4,1194782e-20
3,795657999999999e-23
8,2367427e-28
5,2999263e-24
1,8144232000000002e-15
1,1612746e-12
5,576544e-17
2,2338044e-16
5,2708016e-13
1,8258643999999999e-09
5,343637e-08
4,8737584e-08
8,058196e-09
6,2362275e-11
1,7500017e-13
1,5069917999999999e-12
5,507951300000001e-09
1,9143206e-10
5,927314e-11
1,1461882e-07
1,2641761e-06
5,510052e-05
0,0019979011
0,0058310385
0,0008545003
6,9985893e-06
8,546841e-06
2,8874824e-05
0,0006308772
0,0005157585999999999
0,00040337816
0,0035912025
0,010205946
0,018816202
0,05044023
0,07154678
0,0410407
0,0787242
0,20040215
0,3130096
0,36776010000000003
0,3800196
0,7871901
0,8152785
0,8470284
0,9036327
0,9210866
0,9541487
0,97584155
1,057818
1,0434903999999998
0,873746
0,68859467
0,9420979599999999
0,9366445
0,7788053
0,7788053
0,7027506
0,5538431399999999
0,88488513
0,9966936
0,9746224
1,4506898000000001
0,44185132
0,5546757
0,3863135
0,48502435000000005
0,5802514999999999
0,43620285000000003
0,74732745
0,67079926
0,41481052
0,3349973
0,34091455000000004
0,37463086
0,37233835
0,3877354
0,80870966
1,1802571
1,3617867000000001
1,5944009000000001
1,7142902999999998
1,7754332
1,4336892
1,8678488
1,8382865
2,1121694000000004
2,0873481000000003
2,0506533
2,0210829
2,0414304
2,0299801
2,0293071
2,0678834999999998
2,0673481000000002
2,0814983000000002
2,0715593
2,1005554
2,1044326
2,0712620000000004
2,0152666999999997
1,939158
2,0563628
1,9869965
1,9826069
1,9773113
1,919076
1,8606992
1,8498218
2,003304
1,9516327000000002
1,947416
1,8611088
1,8820350000000001
2,0441306
2,08691
1,9450823
1,8875583
1,8744393
1,8886053
1,9597647999999999
2,0657148000000003
0,7701729
0,58797345
0,2758301
0,51616876
0,22007092
0,16440796
0,1081366
0,16883242999999998
0,9224250500000001
0,41929147
0,25932805999999997
0,15880771
0,126119385
0,14745788999999998
0,17930511000000002
0,07786755
0,1454785
0,12812013
0,14626785
0,11391422
0,20511922000000002
0,2201512
0,17926414
0,06617621
0,09343453
0,020290983000000002
0,029201061
0,094692314
0,08086139
0,07165125
0,07165125
0,080870255
0,052946734999999995
0,052155945
0,054219406
0,070884636
0,10197308
0,107546524
0,122446014
0,09843729000000001
0,1077153
0,00816202
0,0006455304600000001
7,946896e-05
3,6705665e-05
0,00040994703999999997
0,00792223
0,045682922
0,03696005
0,018536069999999998
0,0029315372
0,00029588893
0,000570194
2,081612e-07
1,7003407e-10
5,037847e-12
3,5093783e-12
1,5229443e-09
3,71337e-07
2,3741436e-06
4,3877377e-07
3,5472400000000003e-08
4,140271e-10
2,6811959e-11
3,6226902e-09
